Rating,Title,New Desc,Level,BodyPart,Type,Equipment
Best,Bent-over dumbbell rear delt row,"The bent-over dumbbell rear delt row is a popular upper-body exercise that targets the muscles on the backside of the shoulder joint, specifically the medial and rear heads of the deltoid. Since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout.",Intermediate,Shoulders,Strength,Dumbbell
Best,Incline dumbbell front raise,"The incline dumbbell front raise is an upper-body exercise targeting the shoulders. Because it is performed face down on an angled bench, it has a greater range of motion than standing or upright-seated raises and hits the shoulders from a different angle. Raise variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or shoulder-focused training.",Intermediate,Shoulders,Strength,Dumbbell
Best,Side Lateral Raise,"The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed.",Intermediate,Shoulders,Strength,Dumbbell
Best,Dumbbell external shoulder rotation,"The dumbbell external shoulder rotation is a lightweight dumbbell exercise intended to maintain the health of the shoulder joints, including the rotator cuffs. It is often used as a warm-up or prehab for a shoulder or chest-focused workout with lots of pressing.",Intermediate,Shoulders,Strength,Dumbbell
Best,Single-arm incline lateral raise,"The single-arm incline lateral raise is an exercise targeting the lateral or medial head of the shoulder muscles. It is performed lying sideways on an incline bench set to around 45 degrees, which helps to increase the range of motion in the lift and enforce strict form. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 8-12 reps per set or more.",Intermediate,Shoulders,Strength,Dumbbell
Good,Seated rear delt fly,"The seated rear delt fly is an upper-body exercise that targets the real deltoid of the shoulder. By performing the movement seated, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.",Intermediate,Shoulders,Strength,Dumbbell
Good,Dumbbell Raise,None,Beginner,Shoulders,Strength,Dumbbell
Good,Seated Side Lateral Raise,"The seated dumbbell lateral raiseis an iconic exercise for developing the shoulders. If you’ve ever worked out with weights, chances are you’ve done this move at some point. Proper execution is paramount to avoid injury.",Intermediate,Shoulders,Strength,Dumbbell
Good,Dumbbell Lying Rear Lateral Raise,"The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.",Intermediate,Shoulders,Strength,Dumbbell
Good,Head-on-bench dumbbell rear delt raise,"The head-on-bench dumbbell rear delt raise is an exercise targeting the posterior shoulder muscles, or rear deltoids. This variation of the bent-over rear delt raise often helps to better isolate this area of the shoulder. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.",Intermediate,Shoulders,Strength,Dumbbell
Good,Cuban press,"The Cuban press is an exercise that targets the muscles of the shoulders, rotator cuff, and upper back. It combines a shoulder external rotation with a dumbbell press, training multiple muscles and motions in a single sequence. It can be performed standing, or as a more difficult variation face-down on an incline bench. It is usually performed with relatively light weight as part of a dynamic warm-up for upper-body lifting.",Intermediate,Shoulders,Strength,Dumbbell
Good,Reverse Flyes With External Rotation,None,Beginner,Shoulders,Strength,Dumbbell
Good,Single-arm side lying rear fly,"The single-arm side lying rear fly is an upper-body exercise that targets the rear deltoid of the shoulder. By performing the movement lying on a bench, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.",Intermediate,Shoulders,Strength,Dumbbell
Good,Single-arm dumbbell upright row,"The single-arm dumbbell upright row is a popular movement for building stronger and bigger traps and shoulders. Many lifters combine this move with either their back or shoulder workout, since it involves both body parts. It is generally performed for moderate to high reps, such as 8-12 reps per set or more.",Intermediate,Shoulders,Strength,Dumbbell
Good,Dumbbell Scaption,None,Beginner,Shoulders,Strength,Dumbbell
Good,See-Saw Press (Alternating Side Press),None,Beginner,Shoulders,Strength,Dumbbell
Good,Dumbbell Incline Shoulder Raise,None,Beginner,Shoulders,Strength,Dumbbell
Bad,Single-arm half-kneeling shoulder press,"The single-arm half-kneeling shoulder press is a popular exercise to target the deltoid muscles while also developing strength and stability in the core and hips. Balance can be a challenge, which is one reason why this movement is generally trained lighter than standing single-arm shoulder presses. The half-kneeling press can be used as an accessory lift for the shoulder press or bench press, or simply as a technique to make shoulder presses stricter and more athletic.",Intermediate,Shoulders,Strength,Dumbbell
Bad,Dumbbell Clean And Jerk,None,Beginner,Shoulders,Strength,Dumbbell
Best,Dumbbell shoulder press with body rotation,"The dumbbell shoulder press with body rotation is a twist on the traditional dumbbell shoulder press. Rather than pressing straight overhead, you twist your torso and hips to the side during each rep. It hits the deltoid muscles just like a shoulder press, but adds a challenge to the core, hips, and back muscles. Due to the potential balance challenge of twisting and pressing at the same time, it is commonly performed with light to moderate weights.",Intermediate,Shoulders,Strength,Dumbbell
Best,Dumbbell Fix Dumbbell Military Press,None,Intermediate,Shoulders,Strength,Dumbbell
Good,Dumbbell Fix Standing Dumbbell Arnold Press,None,Intermediate,Shoulders,Strength,Dumbbell
Good,Dumbbell Fix Dumbbell Single-Arm Snatch,None,Intermediate,Shoulders,Strength,Dumbbell
Good,Paul Carter Rear-Delt Fly,"The seated rear delt fly is an upper-body exercise that targets the real deltoid of the shoulder. By performing the movement seated, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.",Intermediate,Shoulders,Strength,Dumbbell
Good,FYR Dumbbell Shoulder Press,The standing dumbbell shoulder press is a classic deltoid-builder (especially the front deltoids) that’s ubiquitous in gyms around the world. Performing the move standing up as opposed to seated allows for more weight to be used.,Intermediate,Shoulders,Strength,Dumbbell
Best,FYR Single-Arm Dumbbell Press,"The single-arm standing shoulder press builds shoulder muscle but with two major differences from the standard seated dumbbell shoulder press. It’s done one arm at a time, as well as standing, which may allow more weight to be used.",Intermediate,Shoulders,Strength,Dumbbell
